Depth,Height,Width,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Price
5.25,3.39,2.31,30,0.4,80.0,1,40.0,40.0,30,10,1426.36
5.78,3.71,2.32,30,0.5,80.0,5,40.0,40.0,20,40,1426.55
5.2,3.57,2.43,30,0.42,60.0,12,40.0,40.0,30,10,1426.87
4.95,3.22,2.18,30,0.34,100.0,4,40.0,40.0,30,10,1426.88
5.15,3.8,2.55,30,0.5,70.0,5,30.0,40.0,30,20,1427.29
5.3,3.55,2.38,30,0.46,90.0,4,30.0,40.0,20,10,1427.36
4.81,3.56,2.41,30,0.41,90.0,1,40.0,40.0,20,10,1427.39
5.29,3.84,2.62,30,0.52,70.0,11,40.0,40.0,30,10,1427.5
5.16,3.69,2.56,30,0.5,80.0,5,30.0,40.0,20,10,1428.12
4.91,3.63,2.35,30,0.4,80.0,12,40.0,40.0,30,10,1428.42
5.15,3.69,2.45,30,0.44,60.0,1,40.0,30.0,30,10,1429.0
4.9,3.63,2.37,30,0.4,70.0,1,40.0,40.0,30,10,1429.17
5.42,3.49,2.27,30,0.41,70.0,14,40.0,40.0,30,10,1429.32
5.56,3.53,2.09,30,0.43,90.0,1,40.0,30.0,20,10,1429.5
6.09,4.27,2.89,30,0.71,60.0,6,40.0,40.0,30,10,1429.92
5.47,3.47,2.18,30,0.41,80.0,12,40.0,40.0,30,20,1430.74
5.42,3.45,2.1,30,0.4,90.0,1,30.0,40.0,20,10,1431.11
5.15,3.62,2.27,30,0.4,60.0,4,40.0,40.0,30,10,1367.58
5.08,3.8,2.65,30,0.5,70.0,14,30.0,40.0,10,20,1368.68
4.78,3.6,2.43,30,0.4,70.0,1,30.0,30.0,30,10,1368.98
4.98,3.49,2.38,30,0.41,70.0,12,40.0,40.0,40,10,1369.09
5.24,3.48,2.29,30,0.42,70.0,3,40.0,40.0,30,10,1369.42
4.84,3.65,2.55,30,0.46,70.0,1,30.0,30.0,30,20,1369.69
4.91,3.61,2.37,30,0.41,70.0,4,30.0,40.0,10,10,1370.42
5.17,3.9,2.41,30,0.46,70.0,12,30.0,40.0,30,10,1370.49
4.89,3.74,2.68,30,0.5,70.0,5,20.0,40.0,30,10,1370.67
5.03,3.39,2.31,30,0.4,60.0,1,40.0,40.0,40,10,1371.01
5.16,3.4,2.31,30,0.41,50.0,4,40.0,40.0,30,10,1371.11
6.01,4.34,2.87,30,0.72,40.0,7,30.0,30.0,20,40,1371.25
4.88,3.61,2.45,30,0.42,80.0,1,40.0,30.0,20,10,1371.47
5.02,3.5,2.54,30,0.41,80.0,14,40.0,30.0,20,10,1371.84
5.06,3.46,2.33,30,0.4,60.0,14,40.0,30.0,30,10,1372.28
5.19,3.81,2.6,30,0.51,80.0,3,40.0,40.0,30,10,1658.8
5.27,3.89,2.61,30,0.52,80.0,5,40.0,40.0,30,20,1658.89
5.38,3.95,2.68,30,0.52,70.0,1,40.0,40.0,20,60,1658.9
5.81,3.79,2.44,30,0.54,80.0,5,40.0,40.0,30,10,1659.46
4.99,3.86,2.72,30,0.5,90.0,14,20.0,30.0,20,20,1659.8
5.48,3.84,2.4,30,0.5,50.0,12,40.0,30.0,30,10,1660.49
5.35,3.93,2.53,30,0.5,70.0,5,40.0,40.0,30,10,1660.49
5.65,3.64,2.44,30,0.5,70.0,5,40.0,40.0,30,20,1660.49
5.61,3.67,2.44,30,0.5,70.0,5,40.0,30.0,20,10,1660.49
5.32,3.83,2.47,30,0.5,50.0,14,40.0,30.0,20,10,1660.54
5.22,3.86,2.56,30,0.5,60.0,5,40.0,40.0,20,10,1660.54
5.47,3.69,2.49,30,0.51,70.0,5,40.0,40.0,30,10,1660.55
5.13,3.78,2.58,30,0.5,60.0,4,40.0,30.0,20,20,1661.27
5.46,3.98,2.62,30,0.55,70.0,5,40.0,40.0,30,40,1661.66
5.22,3.84,2.53,30,0.5,70.0,3,40.0,30.0,30,10,1661.72
5.53,3.67,2.47,30,0.51,50.0,4,40.0,40.0,30,20,1690.32
5.31,3.93,2.46,30,0.5,60.0,3,30.0,40.0,20,10,1690.88
4.32,3.27,2.25,30,0.3,50.0,11,30.0,40.0,20,20,588.97
4.4,3.33,2.25,30,0.3,70.0,13,40.0,40.0,30,10,616.85
4.71,3.56,2.37,30,0.35,50.0,6,40.0,20.0,20,10,622.53
4.75,3.28,2.01,30,0.3,50.0,7,40.0,40.0,30,20,628.53
4.6,3.25,2.13,30,0.3,70.0,7,30.0,30.0,20,10,642.22
4.46,3.35,2.24,30,0.3,60.0,7,30.0,40.0,30,10,645.28
4.49,3.34,2.12,30,0.3,60.0,7,40.0,30.0,20,20,649.84
4.59,3.43,2.37,30,0.33,50.0,7,40.0,20.0,10,10,653.12
4.52,3.23,2.3,30,0.32,60.0,11,40.0,20.0,20,40,656.53
4.44,3.12,2.16,30,0.3,70.0,7,30.0,30.0,30,20,660.47
4.5,3.27,2.21,30,0.32,80.0,6,40.0,30.0,20,10,662.5
4.95,3.31,2.17,30,0.33,60.0,13,40.0,40.0,30,10,672.62
4.52,3.33,2.23,30,0.31,80.0,7,40.0,40.0,20,10,677.49
5.04,3.37,1.92,30,0.31,60.0,7,40.0,30.0,20,10,684.84
4.66,3.39,2.27,30,0.33,60.0,7,40.0,40.0,30,10,700.0
4.47,3.24,2.2,30,0.3,80.0,11,30.0,30.0,30,20,723.84
4.72,3.34,2.26,30,0.35,70.0,7,40.0,30.0,30,10,727.26
4.4,3.09,2.27,30,0.3,60.0,5,30.0,40.0,20,10,736.01
4.41,3.36,2.27,30,0.3,60.0,5,30.0,40.0,20,10,736.01
4.91,3.6,2.45,30,0.4,80.0,6,40.0,30.0,20,10,736.16
4.24,3.23,2.29,30,0.3,60.0,5,30.0,30.0,30,40,738.02
5.47,3.71,2.56,30,0.5,60.0,10,30.0,40.0,30,60,744.45
4.56,3.38,2.29,30,0.33,100.0,7,40.0,40.0,20,10,749.58
4.56,3.33,2.16,30,0.31,60.0,5,30.0,40.0,20,20,755.06
4.63,3.31,2.26,30,0.34,80.0,7,40.0,40.0,30,10,755.16
4.77,3.26,2.02,30,0.31,40.0,14,40.0,30.0,30,20,761.35
4.49,3.3,2.23,30,0.31,60.0,5,40.0,40.0,30,40,761.35
4.49,3.4,2.1,30,0.3,40.0,14,30.0,40.0,20,10,761.87
5.04,3.08,2.02,30,0.31,40.0,1,40.0,40.0,20,10,765.54
4.44,3.26,2.26,30,0.3,70.0,5,30.0,40.0,20,10,767.46
4.52,3.41,2.11,30,0.3,50.0,12,30.0,40.0,10,20,776.59
4.69,3.7,2.32,30,0.36,80.0,5,40.0,20.0,10,10,777.33
4.38,3.31,2.22,30,0.3,50.0,3,30.0,40.0,30,10,787.78
4.81,3.09,2.08,30,0.3,50.0,1,30.0,20.0,20,10,864.79
4.76,3.3,1.95,30,0.3,50.0,4,30.0,40.0,30,20,864.79
4.8,3.05,2.05,30,0.29,60.0,1,40.0,40.0,30,10,864.91
5.39,3.68,2.55,30,0.5,90.0,10,30.0,30.0,20,20,865.28
5.31,3.52,2.13,30,0.41,60.0,7,30.0,30.0,30,10,865.36
4.52,3.25,2.22,30,0.31,70.0,5,40.0,40.0,20,10,865.62
5.01,3.27,2.08,30,0.34,80.0,5,40.0,40.0,20,20,866.68
4.36,3.21,2.15,30,0.3,50.0,1,30.0,40.0,30,20,821.71
4.78,3.11,2.04,30,0.3,80.0,5,40.0,40.0,30,10,867.38
4.5,3.29,2.16,30,0.3,80.0,5,40.0,40.0,30,10,822.73
5.03,3.58,2.34,30,0.4,70.0,7,40.0,40.0,20,10,868.03
5.42,4.08,2.75,30,0.58,40.0,6,30.0,20.0,30,20,824.15
4.69,3.29,2.03,30,0.3,50.0,4,40.0,30.0,30,40,868.32
5.78,3.72,2.44,30,0.52,80.0,10,40.0,40.0,40,10,825.06
4.71,3.05,2.06,30,0.3,50.0,4,30.0,30.0,20,20,868.32
4.85,3.15,2.05,30,0.31,50.0,3,40.0,30.0,20,10,825.78
4.63,3.23,2.23,30,0.3,70.0,5,40.0,40.0,30,10,868.37
4.9,3.16,1.96,30,0.3,60.0,5,40.0,40.0,40,10,827.27
4.31,3.26,2.22,30,0.29,60.0,4,20.0,30.0,20,10,869.3
4.88,3.29,2.13,30,0.32,80.0,5,30.0,40.0,20,20,828.02
4.44,3.21,2.2,30,0.3,50.0,14,30.0,30.0,20,20,870.35
4.48,3.3,2.21,30,0.3,40.0,1,30.0,40.0,20,10,829.32
4.59,3.31,2.07,30,0.3,50.0,12,30.0,30.0,20,10,871.87
5.34,3.49,2.24,30,0.41,60.0,13,40.0,40.0,30,40,834.12
4.77,3.17,1.98,30,0.3,70.0,5,30.0,30.0,30,10,874.44
4.39,3.46,2.04,30,0.3,50.0,12,30.0,20.0,20,10,835.37
4.26,3.24,2.3,30,0.3,60.0,14,20.0,40.0,20,10,875.99
4.51,3.33,2.31,30,0.3,50.0,1,40.0,30.0,20,10,837.46
4.98,3.2,2.12,30,0.33,100.0,5,40.0,30.0,20,10,876.25
4.62,3.22,2.12,30,0.3,80.0,5,40.0,40.0,30,10,837.92
4.31,3.26,2.26,30,0.3,60.0,12,20.0,30.0,20,10,876.52
4.9,3.61,2.37,30,0.38,60.0,5,40.0,40.0,20,10,838.31
4.33,3.16,2.21,30,0.3,50.0,4,30.0,30.0,10,10,876.52
4.48,3.38,2.2,30,0.3,70.0,5,30.0,40.0,30,10,838.92
4.63,3.53,2.16,30,0.31,80.0,4,40.0,20.0,20,20,876.6
4.48,3.3,2.17,30,0.3,100.0,5,40.0,40.0,30,10,842.48
4.72,3.21,2.17,30,0.31,60.0,1,40.0,40.0,30,40,877.13
5.02,3.78,2.47,30,0.38,80.0,11,40.0,20.0,20,20,844.7
4.58,3.11,2.19,30,0.3,60.0,4,20.0,30.0,10,10,877.45
4.65,3.41,2.3,30,0.34,50.0,3,40.0,40.0,20,10,847.15
4.81,3.13,2.01,30,0.31,90.0,5,40.0,40.0,30,10,877.65
4.26,3.22,2.29,30,0.3,60.0,12,30.0,30.0,30,10,849.11
4.94,3.23,2.13,30,0.33,70.0,3,40.0,40.0,30,20,877.85
4.36,3.23,2.2,30,0.3,50.0,12,40.0,40.0,30,10,849.6
4.91,3.63,2.43,30,0.42,60.0,7,40.0,40.0,20,20,878.23
4.66,3.22,2.09,30,0.29,60.0,14,20.0,30.0,20,10,849.7
5.34,3.54,2.19,30,0.39,50.0,12,30.0,40.0,20,40,878.5
5.32,3.91,2.56,30,0.5,40.0,13,40.0,40.0,30,10,849.8
4.43,3.15,2.19,30,0.3,60.0,14,30.0,30.0,10,10,878.99
4.47,3.23,2.22,30,0.29,60.0,1,30.0,20.0,20,10,851.66
4.96,3.27,2.06,30,0.32,90.0,11,40.0,40.0,30,10,851.78
4.78,3.23,1.99,30,0.3,50.0,12,30.0,30.0,20,10,879.02
4.5,3.36,2.2,30,0.3,50.0,4,40.0,30.0,30,10,853.67
4.25,3.2,2.22,30,0.3,50.0,12,30.0,40.0,20,10,879.02
4.41,3.31,2.21,30,0.3,50.0,12,30.0,30.0,20,10,854.16
4.63,3.23,2.14,30,0.3,70.0,3,40.0,20.0,30,10,880.52
4.83,3.2,2.06,30,0.32,80.0,3,40.0,30.0,20,20,856.69
4.56,3.03,2.12,30,0.3,80.0,3,30.0,30.0,30,10,880.57
4.71,3.15,2.36,30,0.33,60.0,5,40.0,20.0,30,10,857.27
4.97,3.67,2.33,30,0.4,60.0,7,40.0,30.0,30,10,881.57
5.87,3.75,2.34,30,0.5,50.0,13,30.0,40.0,30,10,859.31
4.72,3.11,2.08,30,0.3,50.0,12,40.0,30.0,20,10,860.24
4.47,3.42,2.24,30,0.32,50.0,3,40.0,20.0,20,10,862.05
4.81,3.09,2.08,30,0.3,50.0,1,30.0,20.0,20,10,864.79
4.76,3.3,1.95,30,0.3,50.0,4,30.0,40.0,30,20,864.79
4.8,3.05,2.05,30,0.29,60.0,1,40.0,40.0,30,10,864.91
5.39,3.68,2.55,30,0.5,90.0,10,30.0,30.0,20,20,865.28
5.31,3.52,2.13,30,0.41,60.0,7,30.0,30.0,30,10,865.36
4.52,3.25,2.22,30,0.31,70.0,5,40.0,40.0,20,10,865.62
5.01,3.27,2.08,30,0.34,80.0,5,40.0,40.0,20,20,866.68
4.78,3.11,2.04,30,0.3,80.0,5,40.0,40.0,30,10,867.38
5.03,3.58,2.34,30,0.4,70.0,7,40.0,40.0,20,10,868.03
4.69,3.29,2.03,30,0.3,50.0,4,40.0,30.0,30,40,868.32
4.71,3.05,2.06,30,0.3,50.0,4,30.0,30.0,20,20,868.32
4.63,3.23,2.23,30,0.3,70.0,5,40.0,40.0,30,10,868.37
4.31,3.26,2.22,30,0.29,60.0,4,20.0,30.0,20,10,869.3
4.44,3.21,2.2,30,0.3,50.0,14,30.0,30.0,20,20,870.35
4.59,3.31,2.07,30,0.3,50.0,12,30.0,30.0,20,10,871.87
4.77,3.17,1.98,30,0.3,70.0,5,30.0,30.0,30,10,874.44
4.26,3.24,2.3,30,0.3,60.0,14,20.0,40.0,20,10,875.99
4.98,3.2,2.12,30,0.33,100.0,5,40.0,30.0,20,10,876.25
4.31,3.26,2.26,30,0.3,60.0,12,20.0,30.0,20,10,876.52
4.33,3.16,2.21,30,0.3,50.0,4,30.0,30.0,10,10,876.52
4.63,3.53,2.16,30,0.31,80.0,4,40.0,20.0,20,20,876.6
4.72,3.21,2.17,30,0.31,60.0,1,40.0,40.0,30,40,877.13
4.58,3.11,2.19,30,0.3,60.0,4,20.0,30.0,10,10,877.45
4.81,3.13,2.01,30,0.31,90.0,5,40.0,40.0,30,10,877.65
4.94,3.23,2.13,30,0.33,70.0,3,40.0,40.0,30,20,877.85
4.91,3.63,2.43,30,0.42,60.0,7,40.0,40.0,20,20,878.23
5.34,3.54,2.19,30,0.39,50.0,12,30.0,40.0,20,40,878.5
4.43,3.15,2.19,30,0.3,60.0,14,30.0,30.0,10,10,878.99
4.78,3.23,1.99,30,0.3,50.0,12,30.0,30.0,20,10,879.02
4.25,3.2,2.22,30,0.3,50.0,12,30.0,40.0,20,10,879.02
4.63,3.23,2.14,30,0.3,70.0,3,40.0,20.0,30,10,880.52
4.56,3.03,2.12,30,0.3,80.0,3,30.0,30.0,30,10,880.57
4.97,3.67,2.33,30,0.4,60.0,7,40.0,30.0,30,10,881.57
4.71,3.35,2.28,30,0.35,80.0,5,40.0,30.0,40,10,881.66
5.26,3.3,2.04,30,0.36,50.0,12,30.0,20.0,20,20,881.91
4.48,3.29,2.15,30,0.3,60.0,14,40.0,40.0,20,10,883.04
4.37,3.25,2.26,30,0.3,60.0,1,30.0,30.0,20,10,883.55
4.84,3.62,2.49,30,0.4,50.0,11,30.0,30.0,30,10,884.26
5.24,3.84,2.62,30,0.5,50.0,7,40.0,40.0,30,20,885.61
4.35,3.29,2.19,30,0.3,60.0,4,20.0,30.0,30,10,885.64
4.8,3.28,2.0,30,0.31,50.0,4,30.0,40.0,20,60,886.0
5.64,3.67,2.5,30,0.52,50.0,13,40.0,40.0,30,20,887.08
4.5,3.38,2.18,30,0.3,50.0,1,30.0,40.0,30,20,887.1
4.23,3.2,2.19,30,0.3,70.0,12,30.0,40.0,20,10,887.11
4.81,3.21,2.03,30,0.3,50.0,1,40.0,40.0,20,10,887.59
4.43,3.37,2.14,30,0.3,70.0,14,40.0,20.0,20,20,887.64
5.22,3.49,2.28,30,0.4,40.0,14,40.0,40.0,30,10,887.67
4.41,3.25,2.22,30,0.3,50.0,14,30.0,40.0,20,10,888.1
4.72,3.33,2.03,30,0.3,50.0,4,40.0,30.0,30,10,888.15
5.89,3.78,2.42,30,0.53,40.0,11,40.0,40.0,30,10,888.34
4.67,3.16,2.14,30,0.3,60.0,12,30.0,30.0,20,10,888.67
4.54,3.35,2.24,30,0.32,80.0,3,40.0,40.0,30,10,890.17
4.68,3.23,2.12,30,0.3,60.0,14,40.0,30.0,30,20,890.66
4.89,3.21,2.09,30,0.3,70.0,12,40.0,20.0,20,10,892.67
4.44,3.27,2.2,30,0.3,50.0,4,40.0,40.0,30,40,893.23
4.54,3.29,2.08,30,0.3,50.0,12,40.0,30.0,30,10,893.71
4.14,3.34,2.34,30,0.3,60.0,14,40.0,30.0,10,10,895.21
4.33,3.24,2.3,30,0.3,60.0,14,40.0,20.0,10,10,895.21
4.62,3.41,2.04,30,0.31,50.0,14,30.0,40.0,30,10,895.43
4.48,3.31,2.23,30,0.3,60.0,14,40.0,40.0,30,10,895.7
4.4,3.24,2.2,30,0.3,60.0,14,40.0,30.0,20,10,895.7
4.24,3.19,2.27,30,0.3,60.0,4,20.0,40.0,30,10,895.75
4.65,3.12,2.08,30,0.3,60.0,4,30.0,30.0,10,20,895.75
4.73,3.15,2.07,30,0.3,70.0,12,30.0,30.0,20,10,896.24
4.61,3.37,2.15,30,0.3,60.0,12,30.0,30.0,20,10,896.76
4.38,3.11,2.23,30,0.3,70.0,12,20.0,40.0,20,10,896.78
4.74,3.08,2.11,30,0.31,70.0,3,40.0,40.0,20,10,897.02
4.77,3.27,2.14,30,0.31,60.0,12,40.0,,10,40,897.05
6.23,4.11,2.8,30,0.71,40.0,13,40.0,40.0,40,20,897.22
4.44,3.3,2.13,30,0.3,50.0,12,30.0,30.0,30,10,897.27
4.49,3.29,2.24,30,0.3,60.0,14,30.0,30.0,20,10,897.73
4.41,3.31,2.2,30,0.3,70.0,1,30.0,40.0,20,10,897.78
4.88,3.25,2.18,30,0.3,70.0,12,30.0,30.0,30,10,934.76
4.37,3.25,2.24,30,0.3,70.0,12,30.0,40.0,20,10,934.76
4.56,3.34,2.18,30,0.3,70.0,12,30.0,30.0,20,10,934.76
4.46,3.29,2.16,30,0.3,60.0,12,40.0,30.0,20,10,934.77
4.69,3.12,2.03,30,0.3,70.0,14,30.0,40.0,20,10,934.77
4.51,3.32,2.18,30,0.3,60.0,12,40.0,40.0,30,20,936.33
4.5,3.39,2.28,30,0.31,60.0,12,30.0,40.0,20,10,936.33
4.93,3.15,2.01,30,0.31,60.0,1,20.0,30.0,20,10,936.34
4.77,3.09,2.08,30,0.3,80.0,1,40.0,20.0,20,10,937.27
4.58,3.54,2.23,30,0.3,60.0,4,40.0,30.0,20,10,937.36
4.59,3.11,2.16,30,0.3,60.0,1,30.0,30.0,10,10,937.85
4.57,3.28,2.05,30,0.3,70.0,12,30.0,40.0,20,10,937.85
4.54,3.15,2.12,30,0.29,70.0,4,20.0,30.0,30,20,937.92
4.59,3.23,2.16,30,0.31,60.0,4,40.0,30.0,30,20,937.93
4.66,3.21,2.11,30,0.3,60.0,12,40.0,40.0,30,40,938.32
4.36,3.28,2.22,30,0.3,70.0,14,30.0,30.0,20,10,938.32
4.57,3.46,2.18,30,0.32,50.0,4,40.0,40.0,30,20,938.34
4.76,3.18,2.23,30,0.31,60.0,14,40.0,20.0,20,10,938.42
4.63,3.41,2.19,30,0.31,70.0,3,40.0,30.0,20,10,938.42
4.44,3.27,2.26,30,0.31,70.0,3,30.0,40.0,20,10,938.42
4.5,3.33,2.18,30,0.31,60.0,4,40.0,40.0,20,10,938.42
4.54,3.31,2.19,30,0.3,70.0,1,30.0,30.0,20,10,938.81
4.63,3.27,2.15,30,0.3,70.0,3,40.0,40.0,30,10,938.86
4.85,3.18,1.99,30,0.3,70.0,14,40.0,30.0,20,10,939.35
5.01,3.19,2.02,30,0.32,70.0,14,30.0,30.0,20,10,939.44
4.44,3.45,2.21,30,0.31,70.0,1,30.0,40.0,20,10,939.52
4.55,3.36,2.18,30,0.3,70.0,1,40.0,40.0,20,10,939.88
4.55,3.38,2.12,30,0.3,60.0,4,40.0,40.0,20,10,939.88
4.53,3.34,2.21,30,0.3,70.0,1,30.0,20.0,20,10,940.35
5.02,3.08,2.01,30,0.3,70.0,1,40.0,40.0,30,10,940.35
5.53,3.81,2.57,30,0.51,60.0,13,40.0,40.0,30,10,940.47
4.68,3.28,2.15,30,0.31,60.0,4,40.0,30.0,20,40,941.03
4.9,3.14,2.05,30,0.3,70.0,4,40.0,40.0,30,20,941.33
4.53,3.36,2.27,30,0.31,60.0,4,30.0,40.0,20,10,941.62
5.02,3.61,2.35,30,0.4,90.0,7,30.0,40.0,20,10,941.7
4.84,3.65,2.46,30,0.4,80.0,7,40.0,40.0,30,10,941.74
4.71,3.13,2.11,30,0.3,60.0,1,40.0,40.0,20,10,941.87
4.93,3.14,1.92,30,0.3,100.0,3,30.0,30.0,30,10,941.89
4.39,3.25,2.21,30,0.31,70.0,14,40.0,30.0,20,10,942.11
4.34,3.28,2.29,30,0.32,60.0,12,40.0,20.0,20,40,942.11
4.96,3.09,2.09,30,0.3,70.0,4,20.0,30.0,20,10,942.34
4.75,3.13,2.04,30,0.3,70.0,4,40.0,30.0,30,40,942.34
4.34,3.36,2.18,30,0.3,70.0,4,20.0,40.0,20,10,942.34
4.51,3.08,2.19,30,0.3,60.0,1,20.0,40.0,30,10,942.41
4.36,3.3,2.32,30,0.3,70.0,1,20.0,30.0,30,10,942.85
4.42,3.33,2.07,30,0.3,70.0,1,30.0,30.0,20,10,942.85
4.33,3.26,2.28,30,0.3,70.0,1,30.0,30.0,10,10,942.85
4.8,3.17,2.13,30,0.3,60.0,4,30.0,40.0,20,10,942.85
4.59,3.15,2.12,30,0.3,60.0,12,30.0,30.0,20,10,942.88
4.59,3.33,2.07,30,0.3,70.0,14,40.0,40.0,20,10,942.88
5.22,3.34,2.33,30,0.4,70.0,11,30.0,40.0,20,20,943.05
4.51,3.25,2.04,30,0.3,60.0,1,40.0,30.0,20,20,943.43
4.49,3.36,2.19,30,0.3,60.0,1,30.0,40.0,20,10,943.43
4.47,3.18,2.21,30,0.3,60.0,1,20.0,40.0,30,10,943.43
4.63,3.16,2.0,30,0.3,60.0,1,30.0,30.0,20,10,943.43
4.46,3.33,2.08,30,0.3,60.0,1,40.0,30.0,30,40,943.43
4.87,3.08,1.93,30,0.3,70.0,4,40.0,40.0,20,20,943.87
4.55,3.34,2.11,30,0.3,70.0,4,40.0,40.0,30,20,943.87
4.77,3.13,2.06,30,0.3,60.0,4,40.0,40.0,30,10,943.92
4.61,3.37,2.05,30,0.3,70.0,4,30.0,30.0,20,10,944.88
4.42,3.34,2.14,30,0.3,70.0,4,30.0,20.0,10,10,944.88
4.49,3.3,2.13,30,0.3,70.0,4,30.0,40.0,20,10,944.88
4.33,3.27,2.27,30,0.31,70.0,14,30.0,40.0,30,20,945.76
4.88,3.14,2.05,30,0.32,70.0,12,30.0,40.0,20,20,945.91
4.46,3.23,2.07,30,0.3,70.0,1,40.0,40.0,20,10,945.94
4.72,3.26,2.15,30,0.31,70.0,1,40.0,40.0,20,10,946.3
4.59,3.23,2.17,30,0.31,50.0,1,40.0,20.0,20,10,946.32
4.57,3.31,2.15,30,0.3,60.0,12,40.0,40.0,20,10,946.42
4.28,3.44,2.29,30,0.3,60.0,12,20.0,40.0,30,10,946.42
4.4,3.21,2.17,30,0.3,50.0,4,40.0,30.0,20,10,946.42
4.67,3.22,2.12,30,0.3,50.0,4,40.0,20.0,20,10,946.42
4.94,3.15,1.89,30,0.3,60.0,1,30.0,40.0,20,20,946.43
4.85,3.3,2.02,30,0.33,50.0,1,40.0,30.0,10,10,946.47
5.47,4.02,2.74,30,0.59,40.0,7,40.0,40.0,30,10,946.73
4.35,3.27,2.15,30,0.3,60.0,12,30.0,40.0,30,10,946.94
4.36,3.24,2.15,30,0.3,80.0,4,30.0,30.0,20,10,947.45
4.79,3.19,1.99,30,0.3,60.0,4,30.0,40.0,30,10,947.95
4.48,3.31,2.07,30,0.3,60.0,1,40.0,40.0,20,10,947.99
4.53,3.43,2.21,30,0.31,60.0,1,30.0,30.0,20,20,948.41
4.56,3.33,2.14,30,0.3,90.0,3,40.0,30.0,30,10,948.44
4.65,3.16,2.03,30,0.3,70.0,14,40.0,40.0,30,20,949.0
4.54,3.16,2.14,30,0.3,70.0,1,40.0,30.0,20,20,949.02
4.5,3.26,2.18,30,0.3,70.0,1,30.0,30.0,20,10,949.02
4.61,3.24,2.16,30,0.3,70.0,1,30.0,40.0,20,10,949.02
4.46,3.52,2.19,30,0.3,60.0,4,30.0,30.0,20,10,949.02
4.82,3.19,2.03,30,0.31,70.0,14,40.0,40.0,20,20,949.43
4.39,3.32,2.29,30,0.31,80.0,3,30.0,40.0,20,10,949.43
4.54,3.31,2.21,30,0.3,70.0,4,40.0,30.0,20,10,949.44
4.77,3.23,2.1,30,0.31,70.0,1,30.0,40.0,20,10,949.48
4.9,3.14,1.98,30,0.3,70.0,4,40.0,40.0,20,10,949.95
4.81,3.11,2.01,30,0.31,60.0,3,40.0,40.0,20,10,949.95
4.7,3.32,2.02,30,0.3,80.0,4,30.0,30.0,10,10,950.02
4.59,3.38,2.24,30,0.31,60.0,4,40.0,40.0,20,10,950.47
4.84,3.11,2.11,30,0.31,80.0,3,40.0,30.0,20,10,950.49
4.46,3.3,2.25,30,0.31,50.0,1,40.0,30.0,30,10,950.51
4.6,3.41,2.23,30,0.32,70.0,12,40.0,40.0,30,10,950.78
4.54,3.47,2.19,30,0.33,70.0,4,40.0,20.0,10,40,950.91
4.64,3.18,2.08,30,0.3,60.0,12,40.0,40.0,20,10,950.98
4.95,3.14,2.04,30,0.3,60.0,12,40.0,30.0,20,10,950.98
4.48,3.38,2.23,30,0.3,60.0,4,40.0,30.0,20,10,951.05
4.27,3.48,2.33,30,0.32,80.0,1,20.0,30.0,20,10,951.27
4.69,3.25,2.39,30,0.33,80.0,3,40.0,20.0,20,10,951.5
4.58,3.44,2.23,30,0.31,70.0,1,40.0,40.0,20,10,951.57
4.68,3.12,2.23,30,0.32,60.0,4,30.0,30.0,20,20,951.84
4.76,3.03,2.01,30,0.3,70.0,4,30.0,30.0,30,20,951.98
4.64,3.11,2.1,30,0.3,70.0,4,30.0,40.0,20,10,951.98
4.86,3.11,2.01,30,0.3,70.0,4,30.0,40.0,30,20,951.98
4.47,3.3,2.2,30,0.3,70.0,4,30.0,40.0,20,10,951.98
4.54,3.28,2.21,30,0.3,70.0,12,40.0,30.0,20,10,951.99
4.52,3.3,2.2,30,0.3,80.0,14,40.0,40.0,30,20,951.99
4.5,3.16,2.22,30,0.3,70.0,1,30.0,30.0,30,20,952.01
4.64,3.08,2.15,30,0.3,70.0,1,30.0,30.0,20,10,952.01
4.65,3.24,2.1,30,0.3,60.0,4,40.0,40.0,30,10,952.01
4.63,3.41,2.23,30,0.31,80.0,4,30.0,30.0,20,10,952.1
4.4,3.25,2.14,30,0.3,80.0,1,40.0,40.0,20,10,952.48
3.96,4.62,2.81,10,0.29,50.0,12,20.0,30.0,30,20,829.54
3.94,4.67,2.72,10,0.3,70.0,11,40.0,40.0,40,20,830.33
4.07,4.8,2.83,10,0.32,70.0,5,40.0,30.0,20,10,831.26
4.16,4.46,2.67,10,0.3,40.0,12,30.0,40.0,30,10,832.33
4.22,4.59,2.59,10,0.29,50.0,1,30.0,30.0,20,10,837.87
4.23,4.62,2.58,10,0.29,50.0,1,30.0,40.0,20,10,837.87
3.97,4.66,2.72,10,0.29,50.0,1,30.0,30.0,20,10,838.36
4.07,4.67,2.7,10,0.3,90.0,5,30.0,40.0,20,10,838.41
4.47,5.0,2.97,10,0.37,70.0,7,40.0,40.0,40,10,840.78
4.04,4.75,2.82,10,0.3,60.0,5,40.0,40.0,30,20,840.96
4.26,4.5,2.48,10,0.3,60.0,5,30.0,40.0,30,10,840.96
3.99,4.67,2.76,10,0.3,70.0,5,40.0,30.0,20,10,841.48
4.09,4.58,2.7,10,0.3,50.0,3,20.0,30.0,20,10,845.05
4.12,4.53,2.52,10,0.3,40.0,1,20.0,40.0,30,10,846.08
3.95,4.66,2.71,10,0.31,70.0,11,40.0,30.0,30,10,846.74
