Depth,Height,Width,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Price
5.0,5.04,3.18,90,0.5,50.0,1,40.0,40.0,40,10,2453.1
5.03,5.06,3.16,90,0.5,50.0,1,40.0,40.0,40,10,2453.1
5.0,5.04,3.18,90,0.5,50.0,1,40.0,40.0,40,10,2453.1
5.03,5.06,3.16,90,0.5,50.0,1,40.0,40.0,40,10,2453.1
4.93,4.96,3.19,90,0.5,60.0,4,30.0,40.0,30,10,2453.2
5.11,5.13,3.2,90,0.52,50.0,3,40.0,40.0,40,10,2453.41
5.09,5.13,3.12,90,0.5,70.0,3,40.0,40.0,30,10,2453.69
4.32,4.34,2.69,90,0.3,40.0,7,40.0,30.0,40,20,655.38
4.36,4.4,2.56,90,0.3,70.0,13,20.0,30.0,30,10,686.87
4.28,4.31,2.69,90,0.3,50.0,7,40.0,30.0,40,10,692.93
4.27,4.3,2.68,90,0.3,50.0,13,30.0,30.0,30,60,693.42
4.72,4.75,2.91,90,0.4,60.0,19,40.0,40.0,40,10,701.01
3.88,3.91,2.42,90,0.23,50.0,3,20.0,20.0,10,10,703.36
3.88,3.91,2.42,90,0.23,50.0,3,20.0,20.0,10,10,703.36
4.23,4.27,2.66,90,0.3,70.0,10,40.0,40.0,30,40,709.66
4.66,4.7,2.97,90,0.4,60.0,15,40.0,40.0,30,10,715.21
4.28,4.33,2.6,90,0.3,40.0,11,30.0,30.0,20,10,715.73
4.94,4.98,3.16,90,0.5,40.0,15,30.0,40.0,30,20,716.67
4.38,4.4,2.75,90,0.32,50.0,10,40.0,40.0,40,10,727.92
4.36,4.37,2.55,90,0.3,50.0,13,30.0,40.0,40,10,731.47
4.25,4.28,2.63,90,0.3,50.0,13,30.0,40.0,20,10,731.96
4.29,4.31,2.66,90,0.3,50.0,13,40.0,40.0,40,20,735.03
4.22,4.27,2.71,90,0.3,60.0,13,30.0,30.0,20,20,736.01
4.19,4.21,2.68,90,0.3,60.0,13,30.0,40.0,40,10,736.5
4.26,4.28,2.59,90,0.3,50.0,7,30.0,40.0,20,20,737.55
4.35,4.37,2.6,90,0.3,70.0,13,40.0,30.0,40,60,737.55
4.26,4.29,2.68,90,0.3,50.0,13,40.0,40.0,30,10,740.1
4.18,4.23,2.65,90,0.3,60.0,13,30.0,40.0,30,20,741.61
4.35,4.37,2.67,90,0.3,50.0,13,40.0,40.0,40,20,743.11
4.28,4.31,2.69,90,0.3,60.0,6,40.0,40.0,40,20,743.11
4.26,4.29,2.66,90,0.3,50.0,7,40.0,40.0,40,40,743.62
4.2,4.25,2.71,90,0.31,60.0,13,30.0,40.0,30,10,744.56
3.57,3.62,2.21,90,0.18,90.0,1,30.0,40.0,30,20,745.0
4.32,4.34,2.66,90,0.3,50.0,13,40.0,40.0,40,20,745.68
4.34,4.38,2.61,90,0.3,50.0,13,40.0,40.0,30,20,745.68
4.18,4.21,2.69,90,0.3,60.0,13,30.0,40.0,30,10,748.67
3.88,3.9,2.47,90,0.23,50.0,1,30.0,40.0,30,10,752.35
3.88,3.9,2.47,90,0.23,50.0,1,30.0,40.0,30,10,752.35
4.3,4.32,2.65,90,0.3,50.0,13,40.0,40.0,40,20,753.77
4.29,4.31,2.63,90,0.3,50.0,13,40.0,40.0,30,20,756.28
4.36,4.37,2.7,90,0.31,50.0,7,40.0,40.0,40,60,757.14
4.28,4.31,2.7,90,0.3,60.0,13,40.0,40.0,30,10,757.31
4.61,4.63,2.75,90,0.35,90.0,15,40.0,40.0,40,60,757.37
4.18,4.22,2.69,90,0.3,60.0,13,30.0,40.0,30,10,757.8
4.25,4.3,2.66,90,0.3,70.0,13,30.0,30.0,20,10,758.3
3.84,3.9,2.35,90,0.22,60.0,14,30.0,30.0,20,40,761.45
3.84,3.9,2.35,90,0.22,60.0,14,30.0,30.0,20,40,761.45
3.66,3.69,2.21,90,0.18,70.0,1,40.0,40.0,40,10,762.66
3.66,3.69,2.21,90,0.18,70.0,1,40.0,40.0,40,10,762.66
3.91,3.94,2.43,90,0.23,50.0,1,40.0,40.0,30,10,763.24
3.91,3.94,2.43,90,0.23,50.0,1,40.0,40.0,30,10,763.24
4.29,4.32,2.66,90,0.3,50.0,7,40.0,30.0,30,40,764.44
3.69,3.71,2.25,90,0.18,70.0,1,40.0,40.0,40,10,765.98
3.69,3.71,2.25,90,0.18,70.0,1,40.0,40.0,40,10,765.98
4.35,4.37,2.68,90,0.31,90.0,6,40.0,40.0,40,10,768.17
4.21,4.27,2.69,90,0.3,50.0,7,30.0,40.0,30,20,768.98
5.18,5.2,3.09,90,0.5,30.0,13,40.0,40.0,40,20,769.41
4.34,4.37,2.65,90,0.3,30.0,14,40.0,40.0,40,10,770.99
3.64,3.66,2.2,90,0.18,80.0,3,40.0,40.0,40,10,774.21
3.64,3.66,2.2,90,0.18,80.0,3,40.0,40.0,40,10,774.21
4.55,4.64,2.96,90,0.4,60.0,6,30.0,40.0,20,60,774.75
4.29,4.33,2.63,90,0.3,40.0,11,40.0,40.0,30,10,775.05
4.21,4.25,2.69,90,0.31,60.0,13,30.0,40.0,30,10,777.06
4.27,4.3,2.67,90,0.3,40.0,11,40.0,40.0,30,20,777.62
4.21,4.23,2.7,90,0.3,50.0,7,30.0,40.0,30,10,777.62
4.27,4.29,2.67,90,0.3,60.0,13,40.0,30.0,40,20,778.11
3.61,3.64,2.23,90,0.18,70.0,1,40.0,40.0,40,10,779.7
3.61,3.64,2.23,90,0.18,70.0,1,40.0,40.0,40,10,779.7
4.35,4.37,2.58,90,0.3,70.0,6,40.0,40.0,40,10,780.12
4.45,4.48,2.71,90,0.33,40.0,7,40.0,30.0,40,10,780.31
4.26,4.29,2.63,90,0.3,60.0,13,40.0,40.0,30,10,782.13
4.67,4.73,2.95,90,0.4,70.0,17,40.0,40.0,30,40,782.13
4.29,4.3,2.6,90,0.3,50.0,7,30.0,40.0,30,10,783.16
3.61,3.62,2.25,90,0.18,80.0,14,40.0,40.0,40,10,783.64
4.32,4.35,2.62,90,0.3,60.0,13,40.0,40.0,30,20,783.65
3.69,3.72,2.21,90,0.18,70.0,1,40.0,40.0,40,10,783.92
3.69,3.72,2.21,90,0.18,70.0,1,40.0,40.0,40,10,783.92
4.3,4.37,2.54,90,0.3,70.0,7,30.0,30.0,20,20,784.19
4.37,4.39,2.57,90,0.3,40.0,11,40.0,40.0,40,20,784.21
4.17,4.21,2.7,90,0.3,40.0,11,30.0,40.0,30,20,784.21
4.25,4.33,2.62,90,0.29,60.0,11,30.0,30.0,20,20,785.48
3.59,3.62,2.24,90,0.18,70.0,1,40.0,40.0,40,10,786.37
3.67,3.69,2.23,90,0.18,70.0,1,40.0,40.0,40,10,786.37
3.59,3.62,2.24,90,0.18,70.0,1,40.0,40.0,40,10,786.37
3.67,3.69,2.23,90,0.18,70.0,1,40.0,40.0,40,10,786.37
4.24,4.25,2.54,90,0.28,80.0,7,40.0,40.0,40,20,787.03
3.67,3.69,2.19,90,0.18,70.0,1,40.0,40.0,40,10,787.29
3.67,3.69,2.19,90,0.18,70.0,1,40.0,40.0,40,10,787.29
3.77,3.79,2.24,90,0.19,90.0,1,40.0,40.0,40,10,788.15
3.77,3.79,2.24,90,0.19,90.0,1,40.0,40.0,40,10,788.15
4.19,4.24,2.67,90,0.3,50.0,7,30.0,40.0,30,10,788.23
4.32,4.34,2.58,90,0.3,60.0,7,20.0,40.0,20,20,788.72
4.24,4.27,2.66,90,0.3,50.0,7,40.0,40.0,30,10,789.28
4.28,4.3,2.67,90,0.3,60.0,13,40.0,40.0,40,20,789.74
3.77,3.79,2.24,90,0.19,70.0,1,40.0,40.0,40,10,789.75
3.77,3.79,2.24,90,0.19,70.0,1,40.0,40.0,40,10,789.75
4.28,4.31,2.67,90,0.3,70.0,13,40.0,40.0,40,40,789.75
3.96,3.97,2.4,90,0.23,50.0,1,40.0,40.0,40,10,792.78
4.36,4.38,2.6,90,0.3,60.0,7,40.0,40.0,40,20,792.85
4.26,4.29,2.67,90,0.3,50.0,7,40.0,40.0,40,10,793.3
4.22,4.28,2.67,90,0.3,70.0,7,30.0,30.0,20,20,793.32
3.82,3.85,2.38,90,0.21,70.0,4,40.0,30.0,40,60,793.69
3.78,3.8,2.3,90,0.2,70.0,14,40.0,40.0,40,40,794.28
3.78,3.8,2.3,90,0.2,70.0,14,40.0,40.0,40,40,794.28
4.26,4.28,2.68,90,0.3,60.0,13,40.0,40.0,40,20,794.3
3.67,3.69,2.18,90,0.18,80.0,4,40.0,40.0,30,10,794.87
3.67,3.69,2.18,90,0.18,80.0,4,40.0,40.0,30,10,794.87
4.26,4.33,2.63,90,0.3,60.0,7,30.0,30.0,20,20,795.33
4.17,4.23,2.67,90,0.3,60.0,7,30.0,40.0,20,20,795.33
3.72,3.74,2.3,90,0.19,90.0,1,40.0,40.0,40,10,795.87
3.72,3.74,2.3,90,0.19,90.0,1,40.0,40.0,40,10,795.87
4.25,4.28,2.66,90,0.3,50.0,7,40.0,40.0,30,10,796.87
4.19,4.27,2.64,90,0.3,40.0,14,,30.0,10,10,798.36
3.77,3.79,2.28,90,0.19,80.0,3,40.0,40.0,40,10,798.44
3.77,3.79,2.28,90,0.19,80.0,3,40.0,40.0,40,10,798.44
4.34,4.39,2.63,90,0.3,50.0,7,40.0,40.0,30,10,799.37
4.01,4.03,2.79,90,0.3,40.0,14,,40.0,30,10,800.38
3.67,3.68,2.28,90,0.19,80.0,14,40.0,40.0,40,10,801.33
3.67,3.68,2.28,90,0.19,80.0,14,40.0,40.0,40,10,801.33
4.28,4.3,2.6,90,0.3,60.0,7,30.0,40.0,40,10,801.43
4.44,4.46,2.71,90,0.33,40.0,5,40.0,40.0,40,10,802.02
4.34,4.42,2.83,90,0.35,70.0,6,30.0,30.0,30,10,802.34
4.49,4.52,2.79,90,0.35,50.0,13,40.0,40.0,40,10,804.12
4.28,4.31,2.66,90,0.3,60.0,7,30.0,40.0,20,10,804.98
3.68,3.7,2.23,90,0.18,80.0,12,40.0,40.0,40,10,806.47
4.25,4.28,2.65,90,0.3,50.0,7,40.0,40.0,40,10,806.48
4.33,4.36,2.63,90,0.3,50.0,7,40.0,40.0,40,20,807.01
3.69,3.71,2.31,90,0.19,70.0,1,40.0,40.0,40,10,807.74
3.69,3.71,2.28,90,0.19,70.0,1,40.0,40.0,40,10,807.74
3.69,3.71,2.31,90,0.19,70.0,1,40.0,40.0,40,10,807.74
3.69,3.71,2.28,90,0.19,70.0,1,40.0,40.0,40,10,807.74
4.31,4.38,2.56,90,0.3,40.0,4,20.0,20.0,20,10,807.99
4.25,4.31,2.67,90,0.3,40.0,5,30.0,40.0,30,20,808.53
3.77,3.79,2.24,90,0.19,70.0,1,40.0,40.0,40,10,808.7
3.77,3.79,2.24,90,0.19,70.0,1,40.0,40.0,40,10,808.7
3.97,4.0,2.5,90,0.24,50.0,1,40.0,40.0,40,10,808.9
3.97,4.0,2.5,90,0.24,50.0,1,40.0,40.0,40,10,808.9
3.73,3.71,2.27,90,0.19,100.0,12,40.0,40.0,40,20,809.02
3.73,3.71,2.27,90,0.19,100.0,12,40.0,40.0,40,20,809.02
4.36,4.38,2.65,90,0.3,60.0,13,40.0,40.0,40,20,809.51
4.32,4.34,2.67,90,0.3,80.0,13,40.0,40.0,40,40,809.53
3.73,3.75,2.23,90,0.19,80.0,14,40.0,40.0,40,10,809.68
3.67,3.69,2.22,90,0.18,80.0,1,40.0,40.0,40,10,810.1
3.67,3.69,2.22,90,0.18,80.0,1,40.0,40.0,40,10,810.1
4.5,4.53,2.82,90,0.35,60.0,10,40.0,40.0,40,20,810.63
4.09,4.15,2.7,90,0.3,60.0,7,20.0,30.0,20,10,811.57
4.72,4.75,2.96,90,0.41,40.0,13,40.0,40.0,30,10,813.38
4.72,4.75,2.96,90,0.41,40.0,13,40.0,40.0,30,10,813.38
4.23,4.24,2.69,90,0.3,50.0,5,30.0,40.0,30,10,813.6
4.24,4.31,2.66,90,0.3,70.0,13,40.0,30.0,30,10,813.6
3.96,3.99,2.46,90,0.24,50.0,1,40.0,40.0,40,10,814.58
3.96,3.99,2.46,90,0.24,50.0,1,40.0,40.0,40,10,814.58
4.23,4.26,2.67,90,0.29,40.0,1,30.0,30.0,20,10,815.34
4.3,4.35,2.67,90,0.3,40.0,3,30.0,30.0,20,10,815.59
3.71,3.74,2.35,90,0.2,90.0,12,40.0,40.0,30,10,815.9
3.71,3.74,2.35,90,0.2,90.0,12,40.0,40.0,30,10,815.9
4.22,4.25,2.67,90,0.3,50.0,14,20.0,,30,40,817.62
4.43,4.45,2.69,90,0.31,50.0,7,40.0,40.0,40,10,817.94
3.65,3.68,2.19,90,0.18,80.0,1,40.0,40.0,40,10,818.92
3.65,3.68,2.19,90,0.18,80.0,1,40.0,40.0,40,10,818.92
4.32,4.35,2.65,90,0.3,50.0,7,40.0,40.0,40,10,820.19
3.73,3.75,2.27,90,0.19,90.0,1,40.0,40.0,40,10,820.26
3.73,3.75,2.27,90,0.19,90.0,1,40.0,40.0,40,10,820.26
3.75,3.78,2.3,90,0.2,80.0,1,40.0,40.0,30,10,820.63
3.75,3.78,2.3,90,0.2,80.0,1,40.0,40.0,30,10,820.63
4.14,4.19,2.71,90,0.3,70.0,7,20.0,40.0,30,10,820.7
4.33,4.36,2.7,90,0.31,50.0,5,30.0,20.0,40,20,821.58
4.23,4.29,2.66,90,0.3,50.0,5,30.0,40.0,30,10,821.71
3.86,3.91,2.46,90,0.23,60.0,14,40.0,40.0,30,10,821.91
4.28,4.31,2.65,90,0.29,70.0,11,40.0,30.0,30,10,822.22
4.24,4.29,2.58,90,0.3,60.0,7,30.0,40.0,20,10,822.73
4.57,4.63,3.0,90,0.4,40.0,11,20.0,30.0,30,20,823.4
3.72,3.74,2.28,90,0.19,80.0,4,40.0,30.0,40,10,824.43
3.68,3.71,2.29,90,0.19,80.0,4,40.0,30.0,30,10,824.43
3.72,3.74,2.28,90,0.19,80.0,4,40.0,30.0,40,10,824.43
3.68,3.71,2.29,90,0.19,80.0,4,40.0,30.0,30,10,824.43
4.59,4.62,2.86,90,0.37,40.0,3,30.0,40.0,30,60,824.52
3.74,3.77,2.31,90,0.2,70.0,1,40.0,40.0,40,10,824.69
3.72,3.75,2.34,90,0.2,70.0,1,40.0,40.0,40,10,824.69
3.74,3.77,2.31,90,0.2,70.0,1,40.0,40.0,40,10,824.69
3.72,3.75,2.34,90,0.2,70.0,1,40.0,40.0,40,10,824.69
3.66,3.68,2.24,90,0.18,80.0,12,40.0,40.0,40,10,825.6
3.66,3.68,2.24,90,0.18,80.0,12,40.0,40.0,40,10,825.6
4.05,4.07,2.43,90,0.24,50.0,12,40.0,40.0,40,10,826.34
4.05,4.07,2.43,90,0.24,50.0,12,40.0,40.0,40,10,826.34
4.36,4.4,2.59,90,0.3,90.0,7,30.0,40.0,30,10,826.78
3.82,3.83,2.26,90,0.2,70.0,1,40.0,40.0,40,10,828.78
4.69,4.72,2.92,90,0.4,50.0,13,40.0,40.0,30,20,828.78
4.18,4.26,2.62,90,0.3,40.0,1,20.0,30.0,20,10,828.79
4.31,4.33,2.67,90,0.3,60.0,13,40.0,40.0,40,10,829.28
4.31,4.32,2.68,90,0.3,50.0,7,40.0,40.0,40,10,829.3
4.31,4.34,2.64,90,0.3,50.0,7,40.0,40.0,40,10,829.3
4.29,4.32,2.7,90,0.3,60.0,7,40.0,30.0,30,20,829.32
4.3,4.32,2.67,90,0.3,60.0,7,40.0,40.0,30,10,829.82
3.87,3.89,2.32,90,0.21,80.0,1,40.0,40.0,40,20,830.55
3.87,3.89,2.32,90,0.21,80.0,1,40.0,40.0,40,20,830.55
5.16,5.18,3.09,90,0.5,60.0,19,40.0,40.0,40,40,830.64
5.16,5.18,3.09,90,0.5,60.0,19,40.0,40.0,40,40,830.64
4.28,4.3,2.69,90,0.3,70.0,7,40.0,40.0,40,40,831.34
4.33,4.38,2.69,90,0.31,70.0,7,30.0,40.0,30,10,831.51
4.18,4.21,2.71,90,0.3,80.0,7,30.0,30.0,30,20,831.85
4.34,4.4,2.57,90,0.3,50.0,11,30.0,40.0,30,40,832.33
4.33,4.35,2.64,90,0.3,60.0,7,40.0,40.0,40,40,832.38
5.18,5.21,3.25,90,0.53,40.0,15,40.0,40.0,40,10,832.43
3.77,3.78,2.28,90,0.2,70.0,1,40.0,40.0,40,10,832.46
3.79,3.81,2.31,90,0.2,70.0,1,40.0,40.0,40,10,832.46
3.79,3.83,2.26,90,0.2,70.0,1,40.0,40.0,40,10,832.46
3.77,3.78,2.28,90,0.2,70.0,1,40.0,40.0,40,10,832.46
3.79,3.81,2.31,90,0.2,70.0,1,40.0,40.0,40,10,832.46
3.79,3.83,2.26,90,0.2,70.0,1,40.0,40.0,40,10,832.46
3.68,3.71,2.28,90,0.19,80.0,12,40.0,40.0,40,20,832.49
4.17,4.21,2.66,90,0.3,80.0,7,30.0,40.0,30,20,832.83
3.7,3.73,2.24,90,0.18,100.0,12,40.0,40.0,40,20,833.24
3.7,3.73,2.24,90,0.18,100.0,12,40.0,40.0,40,20,833.24
4.24,4.28,2.66,90,0.3,70.0,13,40.0,30.0,30,10,833.37
3.82,3.84,2.39,90,0.21,70.0,12,40.0,40.0,40,10,833.44
3.82,3.84,2.39,90,0.21,70.0,12,40.0,40.0,40,10,833.44
4.38,4.41,2.64,90,0.3,50.0,5,30.0,40.0,40,10,837.46
4.19,4.23,2.73,90,0.3,40.0,3,20.0,30.0,20,10,837.95
4.25,4.28,2.67,90,0.3,60.0,7,40.0,30.0,40,10,838.41
4.38,4.4,2.68,90,0.32,70.0,7,40.0,40.0,40,60,838.83
4.18,4.23,2.67,90,0.3,50.0,7,30.0,30.0,30,10,838.92
3.81,3.83,2.4,90,0.21,90.0,1,40.0,40.0,40,10,839.78
3.78,3.8,2.38,90,0.21,80.0,1,40.0,40.0,40,20,839.78
3.81,3.83,2.4,90,0.21,90.0,1,40.0,40.0,40,10,839.78
3.78,3.8,2.38,90,0.21,80.0,1,40.0,40.0,40,20,839.78
4.19,4.22,2.71,90,0.29,50.0,14,30.0,40.0,20,10,839.83
3.67,3.7,2.27,90,0.19,80.0,1,40.0,40.0,40,10,840.5
3.67,3.7,2.27,90,0.19,80.0,1,40.0,40.0,40,10,840.5
3.59,3.61,2.26,90,0.18,100.0,1,40.0,40.0,40,10,840.83
3.63,3.65,2.27,90,0.18,100.0,1,40.0,40.0,40,10,840.83
3.59,3.61,2.26,90,0.18,100.0,1,40.0,40.0,40,10,840.83
3.63,3.65,2.27,90,0.18,100.0,1,40.0,40.0,40,10,840.83
3.85,3.88,2.43,90,0.22,70.0,12,40.0,40.0,40,10,841.05
3.85,3.88,2.43,90,0.22,70.0,12,40.0,40.0,40,10,841.05
4.57,4.6,2.86,90,0.36,70.0,10,40.0,40.0,40,40,841.76
4.25,4.3,2.63,90,0.3,50.0,11,30.0,30.0,20,20,842.52
4.33,4.35,2.57,90,0.3,70.0,7,30.0,40.0,30,20,842.52
5.03,5.08,3.05,90,0.5,40.0,6,30.0,40.0,30,10,842.99
4.29,4.32,2.61,90,0.3,60.0,7,40.0,40.0,30,10,843.02
3.89,3.92,2.44,90,0.23,90.0,14,40.0,40.0,40,20,843.34
3.89,3.92,2.44,90,0.23,90.0,14,40.0,40.0,40,20,843.34
3.77,3.79,2.33,90,0.2,70.0,12,40.0,40.0,40,10,843.61
3.78,3.8,2.33,90,0.2,70.0,12,40.0,40.0,40,10,843.61
3.77,3.79,2.33,90,0.2,70.0,12,40.0,40.0,40,10,843.61
3.78,3.8,2.33,90,0.2,70.0,12,40.0,40.0,40,10,843.61
3.81,3.82,2.36,90,0.21,90.0,1,40.0,40.0,40,10,844.07
3.81,3.83,2.37,90,0.21,90.0,1,40.0,40.0,40,10,844.07
3.84,3.85,2.3,90,0.21,80.0,1,40.0,40.0,30,10,844.07
3.79,3.81,2.37,90,0.21,80.0,1,40.0,30.0,40,10,844.07
3.81,3.82,2.36,90,0.21,90.0,1,40.0,40.0,40,10,844.07
3.81,3.83,2.37,90,0.21,90.0,1,40.0,40.0,40,10,844.07
3.84,3.85,2.3,90,0.21,80.0,1,40.0,40.0,30,10,844.07
3.79,3.81,2.37,90,0.21,80.0,1,40.0,30.0,40,10,844.07
3.68,3.69,2.19,90,0.18,100.0,1,40.0,40.0,40,10,844.78
3.68,3.69,2.19,90,0.18,100.0,1,40.0,40.0,40,10,844.78
4.32,4.34,2.66,90,0.3,50.0,5,40.0,40.0,40,20,845.0
4.09,4.16,2.74,90,0.3,50.0,5,20.0,30.0,20,10,845.0
4.28,4.3,2.67,90,0.3,50.0,7,40.0,40.0,40,10,845.05
4.28,4.3,2.69,90,0.3,70.0,13,40.0,40.0,40,10,845.05
3.7,3.73,2.32,90,0.19,80.0,1,40.0,40.0,40,10,845.64
3.7,3.73,2.32,90,0.19,80.0,1,40.0,40.0,40,10,845.64
4.24,4.29,2.67,90,0.3,60.0,7,40.0,40.0,30,20,846.08
4.16,4.22,2.71,90,0.3,60.0,11,20.0,40.0,30,20,847.03
4.77,4.8,2.92,90,0.4,100.0,15,40.0,40.0,40,10,847.7
3.86,3.87,2.48,90,0.23,80.0,14,30.0,30.0,40,10,848.4
3.89,3.92,2.46,90,0.23,80.0,3,40.0,40.0,40,20,848.4
3.86,3.87,2.48,90,0.23,80.0,14,30.0,30.0,40,10,848.4
3.89,3.92,2.46,90,0.23,80.0,3,40.0,40.0,40,20,848.4
3.65,3.68,2.28,90,0.19,90.0,12,40.0,40.0,40,10,848.52
3.65,3.68,2.28,90,0.19,90.0,12,40.0,40.0,40,10,848.52
4.29,4.31,2.67,90,0.3,50.0,7,40.0,40.0,40,20,848.6
4.26,4.29,2.67,90,0.3,70.0,13,40.0,40.0,40,20,848.6
3.81,3.83,2.39,90,0.21,80.0,1,40.0,30.0,30,10,848.68
3.81,3.83,2.39,90,0.21,80.0,1,40.0,30.0,30,10,848.68
3.66,3.67,2.18,90,0.18,100.0,1,40.0,40.0,40,10,848.73
3.66,3.67,2.18,90,0.18,100.0,1,40.0,40.0,40,10,848.73
5.25,5.28,3.29,90,0.56,50.0,19,40.0,40.0,40,20,849.06
4.23,4.27,2.7,90,0.3,70.0,7,30.0,40.0,30,10,849.6
4.35,4.4,2.65,90,0.3,50.0,5,30.0,30.0,20,10,850.1
4.35,4.38,2.73,90,0.31,90.0,15,40.0,40.0,40,40,851.95
3.86,3.91,2.43,90,0.23,60.0,1,30.0,40.0,30,40,852.25
3.86,3.91,2.43,90,0.23,60.0,1,30.0,40.0,30,40,852.25
4.64,4.68,2.91,90,0.4,50.0,6,30.0,40.0,30,10,852.5
3.87,3.9,2.43,90,0.23,80.0,4,30.0,40.0,40,60,852.64
4.26,4.3,2.65,90,0.3,70.0,7,30.0,40.0,30,20,852.64
4.38,4.4,2.58,90,0.3,70.0,7,30.0,40.0,30,10,852.64
3.84,3.86,2.31,90,0.21,90.0,12,40.0,40.0,30,10,853.3
3.84,3.86,2.31,90,0.21,90.0,12,40.0,40.0,30,10,853.3
3.86,3.88,2.39,90,0.22,80.0,1,40.0,40.0,40,20,854.01
3.85,3.88,2.39,90,0.22,80.0,1,40.0,40.0,40,20,854.01
3.88,3.89,2.34,90,0.22,80.0,1,40.0,40.0,40,20,854.01
3.86,3.88,2.42,90,0.22,80.0,1,40.0,40.0,40,20,854.01
3.86,3.88,2.39,90,0.22,80.0,1,40.0,40.0,40,20,854.01
3.85,3.88,2.39,90,0.22,80.0,1,40.0,40.0,40,20,854.01
3.88,3.89,2.34,90,0.22,80.0,1,40.0,40.0,40,20,854.01
3.86,3.88,2.42,90,0.22,80.0,1,40.0,40.0,40,20,854.01
4.33,4.35,2.66,90,0.3,60.0,7,40.0,40.0,40,10,855.16
4.24,4.26,2.65,90,0.3,80.0,7,30.0,40.0,40,20,855.71
3.71,3.73,2.34,90,0.2,70.0,4,40.0,40.0,40,10,856.49
3.83,3.85,2.35,90,0.21,70.0,1,40.0,40.0,40,10,857.18
3.84,3.87,2.32,90,0.21,70.0,1,40.0,40.0,40,10,857.18
3.88,3.9,2.33,90,0.21,70.0,1,40.0,40.0,40,10,857.18
3.83,3.85,2.35,90,0.21,70.0,1,40.0,40.0,40,10,857.18
3.84,3.87,2.32,90,0.21,70.0,1,40.0,40.0,40,10,857.18
3.88,3.9,2.33,90,0.21,70.0,1,40.0,40.0,40,10,857.18
4.38,4.4,2.73,90,0.32,70.0,13,40.0,40.0,40,10,857.2
3.91,3.94,2.47,90,0.23,70.0,12,30.0,30.0,30,10,857.34
3.95,3.97,2.43,90,0.23,60.0,12,40.0,30.0,30,20,857.34
3.78,3.8,2.39,90,0.21,90.0,1,40.0,40.0,40,10,857.56
3.78,3.8,2.39,90,0.21,90.0,1,40.0,40.0,40,10,857.56
3.91,3.93,2.44,90,0.23,70.0,14,40.0,40.0,40,10,858.47
3.92,3.95,2.42,90,0.23,70.0,14,40.0,40.0,40,10,858.47
3.91,3.93,2.44,90,0.23,70.0,14,40.0,40.0,40,10,858.47
3.92,3.95,2.42,90,0.23,70.0,14,40.0,40.0,40,10,858.47
4.42,4.44,2.53,90,0.3,80.0,5,30.0,30.0,20,10,858.74
3.9,3.92,2.45,90,0.23,80.0,3,40.0,40.0,40,10,858.86
3.81,3.83,2.31,90,0.2,80.0,1,40.0,40.0,40,20,859.52
3.81,3.83,2.31,90,0.2,80.0,1,40.0,40.0,40,20,859.52
4.28,4.35,2.56,90,0.3,70.0,11,30.0,30.0,20,40,859.7
3.69,3.72,2.21,90,0.18,100.0,1,40.0,40.0,40,10,860.01
3.69,3.72,2.21,90,0.18,100.0,1,40.0,40.0,40,10,860.01
4.3,4.31,2.62,90,0.3,70.0,7,30.0,40.0,30,10,860.24
4.29,4.32,2.67,90,0.3,90.0,13,40.0,40.0,30,10,860.24
4.26,4.31,2.6,90,0.3,40.0,4,30.0,40.0,20,10,860.29
4.38,4.4,2.61,90,0.3,80.0,7,40.0,40.0,40,20,860.73
3.88,3.89,2.33,90,0.21,70.0,12,40.0,40.0,40,10,861.11
3.86,3.88,2.32,90,0.21,70.0,12,40.0,40.0,40,10,861.11
3.88,3.89,2.33,90,0.21,70.0,12,40.0,40.0,40,10,861.11
3.86,3.88,2.32,90,0.21,70.0,12,40.0,40.0,40,10,861.11
4.5,4.52,2.81,90,0.35,90.0,7,40.0,40.0,40,60,861.49
3.69,3.71,2.26,90,0.18,100.0,1,40.0,40.0,40,10,861.51
3.69,3.71,2.26,90,0.18,100.0,1,40.0,40.0,40,10,861.51
4.38,4.41,2.6,90,0.3,70.0,7,40.0,40.0,40,20,861.76
4.03,4.04,2.39,90,0.24,70.0,3,30.0,30.0,30,10,862.0
4.03,4.04,2.39,90,0.24,70.0,3,30.0,30.0,30,10,862.0
3.76,3.78,2.34,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.77,3.79,2.32,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.82,3.83,2.26,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.78,3.8,2.33,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.82,3.84,2.26,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.71,3.73,2.35,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.76,3.78,2.34,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.77,3.79,2.32,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.82,3.83,2.26,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.78,3.8,2.33,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.82,3.84,2.26,90,0.2,80.0,1,40.0,40.0,40,10,862.56
3.71,3.73,2.35,90,0.2,80.0,1,40.0,40.0,40,10,862.56
