Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price
212145-531,PEAR,1,SI2,H,VG,VG,VG,N,8.92-5.50×3.42,"4,441.26"
1667416,PEAR,0.9,VS1,H,EX,EX,EX,N,8.35-5.37×3.30,"4,441.58"
210472-90,PEAR,1.2,I1,F,EX,EX,VG,N,9.07-5.86×3.66,"4,443.40"
213129-141,PEAR,1,SI2,E,VG,VG,VG,N,8.50-5.43×3.39,"4,447.63"
211132-127,PEAR,1.2,VS2,L,VG,EX,VG,F,9.84-5.72×3.65,"4,451.20"
1789995,PEAR,0.9,SI2,D,VG,EX,VG,F,8.85-5.21×3.13,"4,453.83"
210504-307,PEAR,1.01,SI2,I,EX,EX,EX,M,9.45-5.65×3.25,"4,458.04"
1626513,PEAR,0.9,VS1,M,EX,EX,EX,N,8.96-5.35×3.19,"2,032.84"
1796088,PEAR,0.5,VS1,D,GD,EX,VG,N,6.59-4.41×2.86,"2,033.09"
1781638,PEAR,0.5,VVS2,F,EX,EX,GD,N,7.44-4.39×2.58,"2,034.00"
1777678,PEAR,0.76,VVS2,M,EX,EX,EX,N,8.38-4.94×3.06,"2,034.78"
1764055,PEAR,0.5,VS1,F,VG,EX,VG,N,6.67-4.44×2.69,"2,034.90"
1785505,PEAR,0.53,VS2,D,EX,EX,VG,F,6.88-4.49×2.75,"2,035.49"
1639898,PEAR,0.5,VS1,D,EX,VG,EX,N,7.30-4.29×2.69,"2,036.76"
1797469,PEAR,0.5,VS2,F,EX,EX,VG,N,7.19-4.44×2.60,"2,040.02"
1745265,PEAR,0.52,VS1,E,EX,EX,VG,N,7.38-4.41×2.64,"2,046.52"
1785510,PEAR,0.5,VS2,F,EX,EX,VG,N,7.10-4.39×2.69,"2,048.36"
1785511,PEAR,0.5,VS2,F,EX,VG,VG,N,7.38-4.43×2.59,"2,048.36"
1797473,PEAR,0.51,VS2,G,EX,EX,VG,N,7.31-4.35×2.73,"2,049.73"
1800228,PEAR,0.51,VS2,E,EX,EX,VG,N,7.19-4.36×2.69,"2,049.83"
1751988,PEAR,0.5,VS1,E,EX,EX,VG,N,7.15-4.38×2.62,"2,053.35"
1670878,PEAR,0.7,SI2,H,VG,VG,VG,F,8.03-4.73×3.00,"2,054.93"
211174-18,PEAR,1.01,SI1,D,VG,EX,VG,ST,8.29-5.58×3.54,"5,330.81"
210465-44,PEAR,1,SI1,D,EX,EX,VG,F,8.43-5.53×3.47,"5,348.66"
211176-221,PEAR,1,VS1,I,VG,EX,EX,ST,8.27-5.49×3.51,"5,372.38"
213090-252,PEAR,1,SI2,E,EX,VG,EX,N,8.70-5.58×3.46,"5,375.50"
210364-112,PEAR,1,SI2,G,EX,EX,VG,N,8.46-5.56×3.49,"5,382.59"
211053-27,PEAR,1.01,SI1,I,EX,VG,VG,N,9.34-5.51×3.29,"5,385.14"
200709-15,PEAR,1.2,SI2,E,VG,VG,VG,N,9.13-6.05×3.54,"5,413.80"
210355-57,PEAR,1.01,VS1,J,EX,VG,VG,N,9.00-5.61×3.37,"5,414.97"
1797430,PEAR,0.9,VS2,G,VG,EX,VG,N,8.30-5.32×3.27,"5,421.55"
213001-205,PEAR,1.2,SI2,F,EX,EX,VG,N,9.24-6.08×3.76,"5,422.06"
